grid_id,population,median_income,avg_age,household_size,employment_rate,education_index,urbanization_level,internet_penetration,smartphone_adoption
cell_11667,4687,615515,30.9,4.01,0.71,0.774,1.0,0.842,0.821
cell_11668,4678,654754,30.9,3.8,0.725,0.803,1.0,0.863,0.785
cell_11669,5602,746323,33.2,3.93,0.71,0.811,1.0,0.818,0.806
cell_11670,4125,631890,32.5,3.99,0.683,0.775,1.0,0.84,0.796
cell_11671,8562,467962,28.7,4.61,0.593,0.644,0.984,0.722,0.672
cell_11672,8857,526406,29.3,4.39,0.624,0.602,0.998,0.71,0.65
cell_11673,8182,458130,30.0,4.66,0.623,0.623,1.0,0.707,0.647
cell_11674,7155,502524,28.3,4.33,0.651,0.628,0.981,0.697,0.658
cell_11675,7413,445148,28.6,4.54,0.619,0.621,0.996,0.699,0.693
cell_11676,8130,436593,28.0,4.74,0.648,0.623,1.0,0.69,0.694
cell_11677,7270,439503,30.4,4.49,0.59,0.603,1.0,0.685,0.684
cell_11678,8640,498789,29.7,4.59,0.605,0.646,0.982,0.677,0.649
cell_11679,7412,462506,27.8,4.56,0.619,0.654,1.0,0.691,0.695
cell_11680,9039,432613,27.8,4.56,0.614,0.628,0.991,0.704,0.683
cell_11681,7632,454723,30.1,4.83,0.633,0.609,1.0,0.713,0.649
cell_11682,8708,488844,29.1,4.36,0.601,0.657,1.0,0.704,0.675
cell_11683,7435,444447,30.2,4.69,0.606,0.643,1.0,0.711,0.658
cell_11684,6785,470596,30.2,4.43,0.619,0.599,1.0,0.707,0.66
cell_11685,7807,483505,30.4,4.58,0.599,0.652,1.0,0.678,0.688
cell_11686,7867,488939,30.1,4.41,0.59,0.636,1.0,0.726,0.649
cell_11687,8578,485377,30.3,4.37,0.598,0.637,1.0,0.698,0.683
cell_11688,7385,450030,29.3,4.77,0.591,0.609,1.0,0.673,0.646
cell_11689,7949,505905,29.4,4.43,0.61,0.604,0.984,0.727,0.645
cell_11690,7384,488785,30.3,4.54,0.6,0.629,1.0,0.687,0.652
cell_11691,8730,497626,28.6,4.77,0.615,0.64,0.995,0.704,0.674
cell_11692,7774,453687,28.4,4.6,0.645,0.649,1.0,0.691,0.661
cell_11693,9569,524035,28.6,4.67,0.632,0.655,1.0,0.696,0.684
cell_11694,9349,467064,27.8,4.72,0.608,0.643,0.983,0.727,0.686
cell_11695,8992,445490,28.0,4.37,0.636,0.643,1.0,0.708,0.664
cell_11696,9360,436515,30.2,4.81,0.636,0.657,0.996,0.719,0.693
cell_11697,9438,466205,28.5,4.82,0.6,0.601,1.0,0.691,0.682
cell_11698,8451,462700,29.3,4.69,0.651,0.63,0.989,0.721,0.681
cell_11699,9416,439330,28.9,4.81,0.594,0.635,0.992,0.704,0.648
cell_11700,5321,657322,30.2,3.92,0.708,0.763,1.0,0.824,0.759
cell_11701,5111,769278,31.1,3.97,0.73,0.791,1.0,0.808,0.784
cell_11702,5089,700374,32.1,4.33,0.709,0.808,1.0,0.819,0.8
cell_11703,4904,683108,32.4,4.18,0.719,0.812,1.0,0.815,0.808
cell_11704,6564,683971,31.2,4.25,0.744,0.748,1.0,0.817,0.812
cell_11705,5484,781413,30.6,4.05,0.728,0.762,1.0,0.84,0.804
cell_11706,5047,727871,29.8,4.04,0.686,0.763,1.0,0.791,0.793
cell_11707,5430,786622,30.9,4.1,0.683,0.812,0.996,0.79,0.792
cell_11708,5839,734203,29.5,4.33,0.703,0.752,0.986,0.831,0.786
cell_11709,4106,709386,31.9,3.92,0.683,0.778,1.0,0.821,0.79
cell_11710,5556,652832,29.5,4.05,0.738,0.797,1.0,0.833,0.769
cell_11711,5433,649544,30.4,4.32,0.718,0.798,0.996,0.794,0.802
cell_11712,4604,777106,30.2,4.03,0.689,0.772,1.0,0.801,0.781
cell_11713,4163,778594,31.4,4.1,0.711,0.791,0.988,0.789,0.784
cell_11714,5784,775113,29.8,3.99,0.72,0.743,0.986,0.794,0.791
cell_11715,4877,656057,31.5,4.04,0.738,0.783,0.982,0.788,0.786
cell_11716,5092,709863,31.3,4.3,0.728,0.782,1.0,0.852,0.818
cell_11717,5015,692903,30.1,4.32,0.681,0.743,0.999,0.822,0.765
cell_11718,5102,751923,30.6,3.98,0.689,0.755,1.0,0.79,0.807
cell_11719,4817,659555,30.9,4.16,0.678,0.809,0.992,0.81,0.769
cell_11720,5468,690851,31.7,4.01,0.707,0.819,1.0,0.818,0.809
cell_11721,4499,748876,32.3,4.17,0.712,0.777,0.999,0.818,0.818
cell_11722,5344,656730,31.6,4.21,0.729,0.759,1.0,0.829,0.765
cell_11723,5749,719656,29.6,4.08,0.735,0.77,1.0,0.839,0.81
cell_11724,5009,705957,31.4,4.29,0.726,0.769,0.99,0.829,0.764
cell_11725,4711,773313,31.5,3.91,0.711,0.803,0.984,0.825,0.806
cell_11726,5511,727537,31.4,4.03,0.729,0.788,1.0,0.819,0.797
cell_11727,5470,750864,29.8,4.15,0.704,0.776,0.997,0.794,0.759
cell_11728,4663,702372,29.9,4.21,0.725,0.812,1.0,0.842,0.809
cell_11729,5756,659262,31.2,4.27,0.681,0.805,0.986,0.789,0.803
cell_11730,6049,743437,30.3,4.31,0.739,0.815,1.0,0.844,0.774
cell_11731,4984,695143,32.0,4.2,0.74,0.802,0.992,0.845,0.763
cell_11732,4401,763926,32.3,4.17,0.74,0.788,1.0,0.815,0.82
cell_11733,4492,683231,30.0,4.1,0.713,0.802,0.992,0.847,0.811
cell_11734,6368,651777,32.5,3.97,0.677,0.776,1.0,0.807,0.787
cell_11735,4183,776740,30.6,3.93,0.702,0.742,0.983,0.824,0.773
cell_11736,5368,658299,31.1,4.17,0.714,0.761,0.981,0.815,0.8
cell_11737,5297,697296,30.5,4.02,0.738,0.815,1.0,0.839,0.775
cell_11738,5206,702236,29.9,4.11,0.732,0.794,0.995,0.831,0.798
cell_11739,4932,652146,29.6,4.32,0.736,0.759,0.988,0.807,0.795
cell_11740,5188,759542,31.1,4.28,0.713,0.748,1.0,0.819,0.802
cell_11741,4844,783650,32.3,4.3,0.704,0.799,1.0,0.851,0.774
cell_11742,4887,773221,31.1,4.24,0.708,0.8,0.991,0.841,0.809
cell_11743,5451,664980,31.8,4.27,0.733,0.76,0.983,0.789,0.76
cell_11744,4790,773429,30.0,4.18,0.74,0.816,1.0,0.801,0.792
cell_11745,4995,682436,30.5,4.13,0.683,0.769,0.994,0.826,0.795
cell_11746,5672,740575,31.9,4.13,0.702,0.771,0.988,0.842,0.812
cell_11747,5230,766191,31.3,4.22,0.74,0.779,1.0,0.85,0.783
cell_11748,5423,719796,30.3,4.15,0.728,0.741,0.988,0.852,0.813
cell_11749,6120,720873,29.5,4.02,0.704,0.751,0.996,0.802,0.786
cell_11750,5634,725792,29.6,4.31,0.733,0.788,1.0,0.844,0.773
cell_11751,4317,727615,31.7,3.91,0.708,0.805,1.0,0.824,0.792
cell_11752,4990,689907,31.5,4.17,0.689,0.762,1.0,0.794,0.802
cell_11753,4604,656559,31.9,4.16,0.678,0.763,0.99,0.824,0.774
cell_11754,5180,712932,30.8,3.89,0.702,0.773,0.986,0.845,0.782
cell_11755,5829,649401,31.6,4.05,0.726,0.795,1.0,0.833,0.76
cell_11756,5772,776338,30.0,4.03,0.744,0.809,1.0,0.806,0.803
cell_11757,5177,787270,30.5,4.09,0.703,0.749,1.0,0.813,0.819
cell_11758,4583,694615,30.7,3.85,0.672,0.765,1.0,0.825,0.827
cell_11759,5070,672055,31.5,3.78,0.716,0.838,0.99,0.85,0.821
cell_11760,4462,619099,33.4,4.0,0.686,0.831,0.986,0.853,0.785
cell_11761,5167,689543,32.2,3.97,0.728,0.763,1.0,0.835,0.799
cell_11762,4446,672590,32.4,3.94,0.687,0.807,1.0,0.827,0.82
cell_11763,4545,739694,30.6,4.01,0.728,0.78,1.0,0.809,0.809
cell_11764,4952,636186,30.5,3.98,0.678,0.789,1.0,0.843,0.783
cell_11765,4923,617515,32.7,4.19,0.717,0.838,0.986,0.844,0.784
cell_11766,4840,740112,31.9,4.14,0.732,0.779,1.0,0.866,0.813
cell_11767,4865,669840,30.9,4.09,0.677,0.775,1.0,0.837,0.82
cell_11768,4511,619869,32.3,3.99,0.671,0.816,0.99,0.809,0.778
cell_11769,5411,727296,30.7,3.91,0.687,0.828,1.0,0.871,0.811
cell_11770,4702,616856,33.1,4.01,0.733,0.779,1.0,0.807,0.817
cell_11771,3702,711102,31.0,4.23,0.693,0.799,0.993,0.825,0.834
cell_11772,4744,617367,31.3,4.16,0.7,0.823,1.0,0.861,0.815
cell_11773,4547,653272,32.8,3.86,0.71,0.767,1.0,0.828,0.841
cell_11774,4362,629084,33.6,3.95,0.712,0.786,0.989,0.845,0.803
cell_11775,5020,650418,30.9,4.02,0.673,0.814,1.0,0.822,0.795
cell_11776,4908,655298,33.3,3.77,0.692,0.832,1.0,0.81,0.81
cell_11777,3861,672359,33.2,3.93,0.713,0.778,0.996,0.814,0.786
cell_11778,4203,709071,33.2,3.88,0.726,0.819,1.0,0.859,0.778
cell_11779,4878,746431,32.3,4.05,0.735,0.781,1.0,0.81,0.809
cell_11780,4467,676528,31.9,3.9,0.708,0.814,0.984,0.817,0.84
cell_11781,3729,722512,33.0,4.22,0.726,0.777,1.0,0.82,0.831
cell_11782,4723,680110,30.5,4.1,0.677,0.771,0.992,0.839,0.811
cell_11783,4287,658041,31.2,3.95,0.701,0.828,1.0,0.842,0.829
cell_11784,5320,629163,30.9,3.9,0.672,0.76,0.993,0.81,0.815
cell_11785,4643,693726,31.2,4.01,0.702,0.764,1.0,0.818,0.815
cell_11786,5131,663242,32.7,4.13,0.677,0.814,0.997,0.871,0.842
cell_11787,5074,655189,31.2,3.99,0.702,0.804,1.0,0.863,0.801
cell_11788,8911,515698,28.0,4.74,0.646,0.614,1.0,0.672,0.687
cell_11789,10037,502105,28.5,4.42,0.61,0.613,0.984,0.698,0.654
cell_11790,7513,486662,29.0,4.42,0.615,0.643,1.0,0.706,0.688
cell_11791,7360,505911,28.7,4.45,0.591,0.619,1.0,0.72,0.66
cell_11792,7414,475260,28.4,4.4,0.619,0.658,1.0,0.712,0.655
cell_11793,9015,473375,28.4,4.41,0.625,0.603,0.988,0.683,0.645
cell_11794,7275,432737,28.9,4.86,0.617,0.65,0.98,0.714,0.668
cell_11795,6672,488369,29.8,4.42,0.638,0.653,1.0,0.717,0.679
cell_11796,9796,482493,30.0,4.76,0.601,0.617,1.0,0.694,0.697
cell_11797,7401,469125,29.8,4.53,0.612,0.62,0.993,0.683,0.653
cell_11798,9138,458238,29.8,4.65,0.619,0.637,0.992,0.714,0.656
cell_11799,9226,482182,29.0,4.68,0.608,0.661,1.0,0.691,0.677
cell_11800,9923,522697,28.0,4.5,0.648,0.64,1.0,0.686,0.683
cell_11801,8654,486361,29.7,4.44,0.649,0.631,1.0,0.673,0.651
cell_11802,8417,461647,29.8,4.4,0.617,0.619,0.984,0.713,0.69
cell_11803,8361,524845,29.9,4.46,0.643,0.611,0.986,0.721,0.693
cell_11804,8531,462747,29.8,4.79,0.601,0.642,1.0,0.715,0.686
cell_11805,8470,480769,27.6,4.69,0.637,0.648,1.0,0.677,0.653
cell_11806,9778,472041,28.0,4.79,0.608,0.651,1.0,0.702,0.676
cell_11807,7144,488238,28.8,4.58,0.626,0.607,0.99,0.688,0.663
cell_11808,6685,456483,29.6,4.69,0.59,0.603,1.0,0.696,0.659
cell_11809,7509,444975,27.8,4.36,0.601,0.648,1.0,0.723,0.679
cell_11810,7112,453034,28.8,4.46,0.609,0.658,0.995,0.681,0.662
cell_11811,7593,501180,28.7,4.63,0.643,0.611,0.987,0.686,0.655
cell_11812,7768,440096,30.3,4.54,0.62,0.635,1.0,0.712,0.663
cell_11813,9502,516376,28.3,4.38,0.596,0.633,0.99,0.675,0.688
cell_11814,8609,444605,28.3,4.7,0.632,0.643,1.0,0.722,0.696
cell_11815,8945,493630,27.9,4.65,0.612,0.603,0.99,0.712,0.662
cell_11816,9585,488675,30.3,4.51,0.643,0.659,1.0,0.692,0.662
cell_11817,5403,711166,31.8,4.19,0.698,0.804,1.0,0.828,0.77
cell_11818,5183,650868,32.5,4.2,0.701,0.786,1.0,0.79,0.775
cell_11819,4970,731678,31.1,4.34,0.705,0.817,0.98,0.809,0.775
cell_11820,5519,787989,29.9,4.11,0.681,0.751,1.0,0.844,0.797
cell_11821,5227,772304,31.2,4.06,0.703,0.793,1.0,0.847,0.808
cell_11822,4919,752690,31.6,4.31,0.731,0.817,0.989,0.848,0.82
cell_11823,5140,783564,31.8,4.03,0.707,0.746,0.996,0.803,0.804
cell_11824,6026,737135,31.9,4.25,0.679,0.805,0.987,0.802,0.79
cell_11825,5916,712264,30.8,4.26,0.695,0.803,0.99,0.814,0.816
cell_11826,5890,702434,29.7,4.23,0.692,0.799,1.0,0.851,0.785
cell_11827,6133,668909,31.7,4.17,0.744,0.777,1.0,0.834,0.797
cell_11828,5317,759030,29.5,3.93,0.735,0.814,1.0,0.798,0.795
cell_11829,5065,677505,29.9,3.95,0.738,0.746,0.981,0.8,0.794
cell_11830,4760,751682,31.1,4.23,0.711,0.748,1.0,0.809,0.791
cell_11831,5476,766242,31.2,4.3,0.739,0.797,0.992,0.85,0.811
cell_11832,6661,711392,29.8,4.1,0.683,0.779,1.0,0.825,0.759
cell_11833,5628,749905,29.8,4.22,0.706,0.799,1.0,0.835,0.797
cell_11834,5907,720289,32.0,4.13,0.719,0.774,1.0,0.821,0.772
cell_11835,4491,666020,32.3,4.18,0.675,0.804,1.0,0.794,0.787
cell_11836,4807,714697,31.4,4.12,0.695,0.797,1.0,0.851,0.821
cell_11837,4517,752901,31.5,4.33,0.701,0.819,0.983,0.811,0.805
cell_11838,4919,699444,30.0,4.34,0.711,0.809,0.996,0.803,0.789
cell_11839,6277,675776,29.8,3.93,0.696,0.788,1.0,0.811,0.816
cell_11840,5182,775630,29.6,4.15,0.714,0.772,0.997,0.832,0.794
cell_11841,5348,705964,31.1,4.06,0.735,0.809,0.983,0.791,0.777
cell_11842,4785,651062,31.9,4.17,0.69,0.767,0.992,0.848,0.814
cell_11843,5114,714494,31.2,4.1,0.679,0.777,1.0,0.814,0.803
cell_11844,5969,717617,30.3,3.97,0.714,0.794,0.997,0.787,0.794
cell_11845,4656,662628,30.4,4.15,0.687,0.768,0.986,0.809,0.804
cell_11846,5575,781551,30.4,4.16,0.693,0.785,0.985,0.827,0.769
cell_11847,4712,762558,30.0,4.33,0.683,0.773,1.0,0.795,0.778
cell_11848,5599,761384,32.1,4.0,0.676,0.797,0.987,0.813,0.809
cell_11849,5993,742029,30.6,3.87,0.676,0.761,1.0,0.834,0.78
cell_11850,6442,690941,30.5,4.05,0.694,0.791,1.0,0.815,0.77
cell_11851,5190,753725,30.9,4.23,0.711,0.765,0.986,0.821,0.811
cell_11852,5024,780250,30.0,4.15,0.706,0.796,1.0,0.813,0.763
cell_11853,4287,755389,31.4,4.06,0.713,0.787,0.983,0.808,0.814
cell_11854,4856,687751,30.1,4.04,0.744,0.786,0.986,0.839,0.795
cell_11855,5683,776221,32.1,3.89,0.733,0.75,0.984,0.798,0.817
cell_11856,4963,655950,29.8,3.95,0.688,0.747,0.983,0.807,0.793
cell_11857,5004,659548,31.3,4.18,0.724,0.813,0.981,0.801,0.795
cell_11858,4008,704718,31.2,4.19,0.692,0.789,0.995,0.824,0.801
cell_11859,4727,727643,30.2,4.32,0.726,0.79,1.0,0.803,0.759
cell_11860,6193,742852,30.0,4.28,0.716,0.789,1.0,0.835,0.819
cell_11861,5216,771006,32.2,4.26,0.714,0.814,0.987,0.801,0.772
cell_11862,5384,708594,32.4,3.97,0.732,0.802,0.993,0.818,0.807
cell_11863,6008,780802,31.4,4.05,0.719,0.789,1.0,0.807,0.801
cell_11864,6404,719641,31.8,4.25,0.722,0.771,1.0,0.851,0.797
cell_11865,5112,742302,29.6,4.26,0.69,0.746,0.987,0.818,0.761
cell_11866,4678,729837,30.4,3.86,0.707,0.813,0.999,0.817,0.794
cell_11867,5266,652785,29.6,3.88,0.731,0.77,1.0,0.792,0.807
cell_11868,4612,750926,29.6,4.09,0.702,0.799,1.0,0.846,0.804
cell_11869,4658,712815,30.0,3.91,0.678,0.783,1.0,0.83,0.814
cell_11870,5495,739612,30.9,4.22,0.725,0.756,0.987,0.795,0.766
cell_11871,4708,737418,31.8,3.92,0.692,0.787,1.0,0.841,0.783
cell_11872,5459,688052,29.7,4.07,0.744,0.77,0.992,0.841,0.816
cell_11873,5644,775925,31.3,4.0,0.741,0.792,0.985,0.809,0.8
cell_11874,6507,677158,31.9,3.91,0.723,0.749,1.0,0.821,0.815
cell_11875,5103,729471,30.9,3.82,0.673,0.786,0.996,0.809,0.794
cell_11876,3800,665436,32.8,4.24,0.679,0.816,0.994,0.863,0.799
cell_11877,4580,747694,31.5,3.86,0.714,0.832,1.0,0.866,0.78
cell_11878,4646,668106,31.8,3.95,0.677,0.835,1.0,0.828,0.816
cell_11879,4748,742905,31.8,4.05,0.683,0.789,1.0,0.869,0.841
cell_11880,5594,628458,33.3,4.22,0.681,0.801,0.996,0.857,0.787
cell_11881,5540,628278,31.1,3.82,0.722,0.762,1.0,0.843,0.792
cell_11882,3900,648362,30.7,4.14,0.684,0.761,1.0,0.846,0.78
cell_11883,4201,739614,31.8,4.09,0.719,0.802,0.984,0.869,0.807
cell_11884,4726,731942,32.7,3.97,0.734,0.768,0.986,0.825,0.786
cell_11885,4825,653224,30.5,4.03,0.704,0.83,0.984,0.831,0.793
cell_11886,4041,721467,31.2,4.2,0.713,0.768,0.989,0.809,0.785
cell_11887,4483,651781,32.6,4.07,0.728,0.787,0.995,0.813,0.796
cell_11888,4586,662471,33.1,3.87,0.676,0.761,1.0,0.865,0.79
cell_11889,5799,653518,32.5,3.86,0.706,0.786,1.0,0.851,0.824
cell_11890,4600,649450,30.9,3.97,0.695,0.787,1.0,0.858,0.784
cell_11891,5141,634661,31.9,4.13,0.671,0.825,0.984,0.838,0.84
cell_11892,5333,736883,31.8,4.21,0.671,0.788,1.0,0.842,0.824
cell_11893,4438,727581,32.6,4.22,0.714,0.785,0.99,0.849,0.784
cell_11894,4529,693849,31.1,4.21,0.731,0.808,1.0,0.827,0.794
cell_11895,4361,738359,31.4,3.9,0.688,0.779,1.0,0.834,0.808
cell_11896,5221,667013,30.5,4.19,0.673,0.827,1.0,0.862,0.836
cell_11897,4154,619859,31.4,3.83,0.705,0.809,1.0,0.821,0.793
cell_11898,4063,670816,32.7,4.15,0.667,0.764,1.0,0.837,0.8
cell_11899,5056,692015,31.5,3.9,0.731,0.816,0.993,0.874,0.781
cell_11900,5344,734368,31.9,4.1,0.691,0.798,1.0,0.832,0.828
cell_11901,4172,646563,33.3,4.12,0.728,0.834,0.98,0.819,0.803
cell_11902,3828,738256,33.2,3.85,0.699,0.838,1.0,0.843,0.805
cell_11903,3824,731065,31.2,3.89,0.675,0.791,1.0,0.843,0.78
cell_11904,4600,647677,32.5,4.21,0.714,0.774,1.0,0.817,0.813
cell_11905,10460,516785,28.6,4.71,0.6,0.657,0.998,0.704,0.664
cell_11906,7777,477701,30.0,4.79,0.61,0.606,0.998,0.672,0.683
cell_11907,6625,446433,30.1,4.88,0.598,0.634,1.0,0.692,0.657
cell_11908,7420,456615,27.7,4.83,0.645,0.652,1.0,0.714,0.681
cell_11909,7752,505896,30.1,4.68,0.642,0.617,0.994,0.706,0.651
cell_11910,8771,507594,27.9,4.39,0.613,0.661,1.0,0.698,0.667
cell_11911,8836,457422,28.0,4.77,0.611,0.601,1.0,0.713,0.682
cell_11912,8330,517257,28.6,4.47,0.622,0.628,0.981,0.688,0.664
cell_11913,8556,522208,29.7,4.78,0.644,0.611,1.0,0.683,0.673
cell_11914,7861,452248,30.3,4.69,0.605,0.613,0.986,0.716,0.669
cell_11915,7679,479682,29.0,4.87,0.634,0.632,1.0,0.711,0.692
cell_11916,6421,451730,28.8,4.52,0.592,0.636,1.0,0.675,0.671
cell_11917,7962,460263,28.8,4.42,0.623,0.652,0.995,0.672,0.676
cell_11918,9800,494468,29.8,4.5,0.619,0.623,0.982,0.686,0.67
cell_11919,7307,520975,29.3,4.78,0.6,0.638,0.983,0.697,0.681
cell_11920,7884,442661,28.6,4.66,0.595,0.651,1.0,0.72,0.678
cell_11921,9165,501664,29.0,4.42,0.595,0.613,1.0,0.719,0.651
cell_11922,9032,480404,27.6,4.86,0.593,0.617,1.0,0.708,0.666
cell_11923,8530,446865,27.7,4.4,0.648,0.618,1.0,0.726,0.691
cell_11924,7229,501030,27.9,4.41,0.644,0.641,1.0,0.726,0.668
cell_11925,8984,442822,29.3,4.39,0.642,0.657,0.996,0.711,0.681
cell_11926,6616,517036,28.1,4.74,0.626,0.643,0.986,0.717,0.663
cell_11927,9032,462502,28.0,4.36,0.644,0.606,1.0,0.703,0.679
cell_11928,8969,479281,29.8,4.55,0.594,0.638,0.981,0.706,0.671
cell_11929,7499,475678,29.0,4.56,0.613,0.619,1.0,0.695,0.66
cell_11930,8184,445942,29.8,4.39,0.606,0.621,0.991,0.713,0.654
cell_11931,8087,514241,30.1,4.48,0.626,0.65,0.983,0.704,0.696
cell_11932,8525,508441,29.7,4.85,0.637,0.657,0.989,0.705,0.663
cell_11933,7782,449210,27.9,4.47,0.601,0.647,1.0,0.693,0.654
cell_11934,6274,770814,32.3,4.25,0.719,0.775,0.992,0.788,0.811
cell_11935,5747,694348,30.5,3.86,0.709,0.779,1.0,0.836,0.78
cell_11936,5713,730624,31.3,4.29,0.724,0.769,1.0,0.846,0.81
cell_11937,4071,745791,32.5,4.15,0.705,0.786,0.998,0.801,0.776
cell_11938,5146,767741,29.6,4.11,0.712,0.816,1.0,0.813,0.797
cell_11939,5725,778774,31.3,3.96,0.72,0.759,0.985,0.827,0.776
cell_11940,5932,669035,29.6,3.9,0.743,0.748,1.0,0.851,0.763
cell_11941,5611,653338,31.1,4.06,0.711,0.784,1.0,0.795,0.821
cell_11942,5685,746731,31.6,4.31,0.737,0.759,1.0,0.82,0.79
cell_11943,4675,661750,30.3,3.86,0.703,0.813,1.0,0.791,0.803
cell_11944,5999,742661,29.7,4.18,0.69,0.787,1.0,0.794,0.788
cell_11945,5367,782103,31.0,4.13,0.68,0.771,0.986,0.833,0.819
cell_11946,5447,743560,32.5,3.87,0.694,0.747,1.0,0.842,0.781
cell_11947,4800,729133,29.8,3.95,0.68,0.752,1.0,0.799,0.789
cell_11948,4987,712680,30.1,4.3,0.677,0.787,1.0,0.839,0.773
cell_11949,4601,688176,30.6,3.89,0.686,0.807,0.999,0.849,0.768
cell_11950,5898,759734,31.8,3.94,0.706,0.811,1.0,0.812,0.759
cell_11951,6023,677348,32.5,3.96,0.715,0.778,1.0,0.819,0.78
cell_11952,5948,654353,30.8,4.1,0.677,0.794,0.999,0.795,0.78
cell_11953,5838,714433,32.3,4.23,0.72,0.79,1.0,0.816,0.785
cell_11954,4981,747976,30.3,3.97,0.688,0.746,1.0,0.847,0.768
cell_11955,5474,730857,31.1,4.2,0.718,0.761,0.995,0.811,0.817
cell_11956,5072,712250,31.7,4.0,0.682,0.804,0.984,0.841,0.792
cell_11957,5092,745767,32.2,3.94,0.733,0.786,0.989,0.842,0.773
cell_11958,5484,748836,31.7,4.1,0.734,0.77,1.0,0.825,0.761
cell_11959,5683,686075,31.7,4.08,0.697,0.81,0.999,0.837,0.788
cell_11960,5635,667480,31.2,3.95,0.683,0.748,1.0,0.804,0.794
cell_11961,5820,758268,31.6,4.3,0.716,0.804,1.0,0.84,0.782
cell_11962,5675,697325,30.1,4.19,0.696,0.762,1.0,0.804,0.779
cell_11963,5791,781847,31.9,4.02,0.707,0.785,0.996,0.852,0.761
cell_11964,5622,782287,32.2,4.31,0.745,0.767,1.0,0.799,0.81
cell_11965,5646,656874,29.6,3.89,0.725,0.77,1.0,0.821,0.771
cell_11966,5375,742747,31.3,4.16,0.7,0.749,1.0,0.848,0.788
cell_11967,4723,649212,31.6,4.1,0.742,0.744,0.993,0.852,0.798
cell_11968,4605,657409,32.3,4.05,0.742,0.768,1.0,0.84,0.779
cell_11969,5842,755159,31.9,4.16,0.679,0.808,1.0,0.825,0.802
cell_11970,5539,678832,31.5,4.09,0.714,0.757,0.987,0.809,0.76
cell_11971,4578,735524,30.5,3.89,0.731,0.753,0.982,0.81,0.788
cell_11972,5310,732515,30.3,3.91,0.72,0.799,1.0,0.809,0.821
cell_11973,4736,744308,30.8,3.92,0.687,0.815,1.0,0.799,0.762
cell_11974,5386,662435,30.0,4.2,0.733,0.784,0.988,0.84,0.782
cell_11975,5055,727777,30.5,3.97,0.726,0.809,1.0,0.816,0.816
cell_11976,5043,757295,30.3,4.05,0.731,0.779,0.985,0.85,0.759
cell_11977,5382,769777,31.5,4.16,0.734,0.799,1.0,0.817,0.775
cell_11978,4389,766973,29.6,4.19,0.678,0.778,0.997,0.849,0.779
cell_11979,5485,689743,30.2,3.99,0.684,0.75,1.0,0.794,0.771
cell_11980,4310,668346,31.9,3.97,0.69,0.751,1.0,0.796,0.762
cell_11981,5997,748596,32.2,3.86,0.732,0.795,0.993,0.791,0.793
cell_11982,4312,782470,29.6,4.1,0.725,0.782,1.0,0.827,0.795
cell_11983,6183,694926,32.0,3.9,0.721,0.786,1.0,0.816,0.803
cell_11984,6034,779580,30.1,4.22,0.713,0.764,0.988,0.803,0.784
cell_11985,4943,702248,32.3,3.95,0.678,0.799,0.993,0.804,0.818
cell_11986,4961,735666,30.7,4.26,0.706,0.771,1.0,0.848,0.792
cell_11987,4773,676437,31.4,3.87,0.723,0.811,1.0,0.842,0.764
cell_11988,5975,697107,31.6,4.07,0.726,0.795,0.992,0.789,0.808
cell_11989,5103,738018,32.2,3.87,0.712,0.79,1.0,0.837,0.762
cell_11990,5116,696624,30.3,4.04,0.736,0.758,1.0,0.811,0.801
cell_11991,4323,666987,32.1,4.2,0.737,0.79,1.0,0.822,0.762
cell_11992,4212,679513,31.1,4.04,0.728,0.823,1.0,0.824,0.793
cell_11993,4925,695495,33.2,3.94,0.714,0.824,0.986,0.812,0.831
cell_11994,5057,678291,32.8,3.85,0.666,0.828,1.0,0.852,0.815
cell_11995,5506,697689,30.8,3.89,0.684,0.777,1.0,0.841,0.809
cell_11996,4574,673191,31.1,3.97,0.676,0.772,0.991,0.815,0.839
cell_11997,4279,718001,33.1,4.22,0.704,0.785,1.0,0.846,0.816
cell_11998,5107,687469,32.3,3.97,0.681,0.778,1.0,0.807,0.838
cell_11999,5182,670711,30.8,3.81,0.665,0.783,0.997,0.808,0.807
cell_12000,4379,695693,32.0,4.01,0.676,0.808,1.0,0.872,0.8
cell_12001,4923,630735,32.8,3.93,0.718,0.79,0.987,0.864,0.781
cell_12002,4835,732545,30.9,3.81,0.686,0.78,1.0,0.822,0.818
cell_12003,5380,694066,33.3,4.09,0.682,0.835,0.988,0.819,0.826
cell_12004,4285,627495,30.9,4.2,0.706,0.818,0.985,0.832,0.814
cell_12005,4579,625025,32.6,4.05,0.694,0.834,1.0,0.831,0.781
cell_12006,5001,676224,32.3,4.08,0.708,0.783,0.987,0.808,0.778
cell_12007,5964,660640,31.1,3.95,0.672,0.81,0.989,0.828,0.833
cell_12008,4300,624991,32.5,3.84,0.679,0.808,1.0,0.843,0.808
cell_12009,4839,616703,32.2,3.82,0.669,0.768,0.984,0.85,0.815
cell_12010,4195,612094,30.9,4.04,0.704,0.819,0.981,0.86,0.815
cell_12011,4404,720715,32.0,4.1,0.694,0.804,1.0,0.84,0.814
cell_12012,4229,744391,30.5,3.82,0.715,0.819,0.986,0.849,0.835
cell_12013,4335,617490,31.9,3.93,0.672,0.775,1.0,0.831,0.792
cell_12014,4483,675169,31.5,3.94,0.679,0.82,1.0,0.809,0.792
