grid_id,latitude,longitude,zone_name,total_orders,avg_delivery_time_min,avg_order_value,active_restaurants,active_customers,population_density,competitor_count,road_density_km,is_profitable
cell_10963,28.821171,77.223469,Pitampura,186,35,321,11,652,18716,3,3.15,0
cell_10964,28.821171,77.228602,Pitampura,140,34,350,12,642,20618,3,2.87,0
cell_10965,28.821171,77.233735,Pitampura,178,33,317,9,685,18308,3,3.26,0
cell_10966,28.821171,77.238868,Pitampura,134,31,359,13,817,19633,3,3.35,0
cell_10967,28.821171,77.244001,Pitampura,157,34,375,13,818,19787,3,3.02,0
cell_10968,28.821171,77.249134,Pitampura,186,36,401,11,620,20711,3,2.8,0
cell_10969,28.821171,77.254267,Shahdara,147,38,245,6,547,32677,2,2.38,0
cell_10970,28.821171,77.2594,Shahdara,149,34,244,6,580,30177,2,2.89,0
cell_10971,28.821171,77.264533,Shahdara,149,38,244,8,658,35683,2,2.52,0
cell_10972,28.821171,77.269666,Shahdara,129,38,295,6,531,33974,2,2.32,0
cell_10973,28.821171,77.274799,Shahdara,127,39,224,6,525,33476,2,2.89,0
cell_10974,28.821171,77.279932,Shahdara,149,38,273,7,532,29440,2,2.76,0
cell_10975,28.821171,77.285065,Shahdara,117,33,251,7,598,32728,2,2.54,0
cell_10976,28.821171,77.290198,Shahdara,129,36,222,7,656,29074,2,2.6,0
cell_10977,28.821171,77.295331,Shahdara,135,37,249,8,623,30588,2,2.84,0
cell_10978,28.821171,77.300463,Shahdara,109,39,285,6,638,33708,2,2.55,0
cell_10979,28.821171,77.305596,Shahdara,110,38,296,8,659,29910,2,2.62,0
cell_10980,28.821171,77.310729,Shahdara,144,33,279,6,550,35238,2,2.72,0
cell_10981,28.821171,77.315862,Shahdara,126,34,249,7,627,35817,2,2.8,0
cell_10982,28.821171,77.320995,Shahdara,111,40,266,7,539,29972,2,2.78,0
cell_10983,28.821171,77.326128,Shahdara,116,39,286,8,653,31601,2,2.65,0
cell_10984,28.821171,77.331261,Shahdara,145,36,251,8,654,29791,2,2.88,0
cell_10985,28.821171,77.336394,Shahdara,149,35,257,8,484,29147,2,2.89,0
cell_10986,28.821171,77.341527,Shahdara,111,36,282,6,581,32676,2,2.76,0
cell_10987,28.821171,77.34666,Shahdara,133,33,233,6,447,31395,2,2.43,0
cell_10988,28.821171,77.351793,Shahdara,154,37,289,6,588,33469,2,2.32,0
cell_10989,28.821171,77.356926,Shahdara,123,35,286,6,636,35743,2,2.6,0
cell_10990,28.821171,77.362059,Shahdara,153,35,259,6,576,34769,2,2.86,0
cell_10991,28.821171,77.367192,Shahdara,136,33,247,6,476,32325,2,2.9,0
cell_10992,28.821171,77.372325,Shahdara,108,39,279,7,486,36629,2,2.48,0
cell_10993,28.821171,77.377458,Shahdara,155,38,246,7,592,33175,2,2.45,0
cell_10994,28.821171,77.382591,Shahdara,117,36,248,6,490,33295,2,2.6,0
cell_10995,28.821171,77.387724,Shahdara,119,35,298,8,459,33061,2,2.54,0
cell_10996,28.821171,77.392857,Shahdara,122,33,253,8,569,34861,2,2.84,0
cell_10997,28.821171,77.39799,Shahdara,140,34,285,7,455,31332,2,2.75,0
cell_10998,28.825676,76.802566,Rohini,165,36,340,14,878,19434,3,3.21,0
cell_10999,28.825676,76.807699,Rohini,191,34,433,14,800,22971,3,3.01,0
cell_11000,28.825676,76.812832,Rohini,193,32,429,12,873,19980,4,2.88,0
cell_11001,28.825676,76.817965,Rohini,185,33,425,11,644,23427,3,2.95,0
cell_11002,28.825676,76.823098,Rohini,200,38,416,10,717,20410,3,3.02,0
cell_11003,28.825676,76.828231,Rohini,173,38,430,14,691,21336,3,3.31,0
cell_11004,28.825676,76.833364,Rohini,198,36,418,12,896,23333,3,3.29,0
cell_11005,28.825676,76.838497,Rohini,169,38,392,13,747,20153,3,3.17,0
cell_11006,28.825676,76.84363,Rohini,184,37,404,14,953,22168,3,2.88,0
cell_11007,28.825676,76.848763,Rohini,194,36,340,11,754,19536,3,3.34,0
cell_11008,28.825676,76.853896,Rohini,201,38,329,13,722,22522,3,2.93,0
cell_11009,28.825676,76.859029,Rohini,211,36,368,11,737,23084,3,3.55,0
cell_11010,28.825676,76.864162,Rohini,194,38,413,12,929,19845,3,3.02,0
cell_11011,28.825676,76.869295,Rohini,164,38,339,11,733,19109,3,3.52,0
cell_11012,28.825676,76.874428,Rohini,151,35,365,12,837,22117,3,3.43,0
cell_11013,28.825676,76.879561,Rohini,185,36,383,11,749,23032,4,2.83,0
cell_11014,28.825676,76.884694,Rohini,155,36,408,10,871,21977,3,2.89,0
cell_11015,28.825676,76.889827,Rohini,188,37,404,10,935,22506,3,3.46,0
cell_11016,28.825676,76.89496,Rohini,156,35,411,13,948,22429,2,3.25,0
cell_11017,28.825676,76.900093,Rohini,188,34,333,10,843,20982,3,3.29,0
cell_11018,28.825676,76.905226,Rohini,145,32,421,12,770,18507,4,3.06,0
cell_11019,28.825676,76.910359,Rohini,187,35,359,14,916,19084,3,3.31,0
cell_11020,28.825676,76.915492,Rohini,204,34,381,13,764,23425,3,3.45,0
cell_11021,28.825676,76.920625,Rohini,144,33,335,10,934,23279,3,3.5,0
cell_11022,28.825676,76.925757,Rohini,189,33,378,10,784,23398,3,3.2,0
cell_11023,28.825676,76.93089,Rohini,158,35,413,14,668,19846,3,3.54,0
cell_11024,28.825676,76.936023,Rohini,182,34,383,10,722,18569,3,3.42,0
cell_11025,28.825676,76.941156,Rohini,178,38,330,14,785,19820,3,3.19,0
cell_11026,28.825676,76.946289,Rohini,211,32,324,11,889,19869,3,2.84,0
cell_11027,28.825676,76.951422,Rohini,147,33,426,10,668,23238,3,3.38,0
cell_11028,28.825676,76.956555,Rohini,211,35,411,14,673,19180,2,2.88,0
cell_11029,28.825676,76.961688,Rohini,146,35,361,14,778,21052,3,3.03,0
cell_11030,28.825676,76.966821,Rohini,188,34,324,12,673,19623,3,3.22,0
cell_11031,28.825676,76.971954,Rohini,196,33,437,12,740,22911,3,3.52,0
cell_11032,28.825676,76.977087,Rohini,160,37,425,12,812,19124,3,2.99,0
cell_11033,28.825676,76.98222,Rohini,166,37,350,14,868,21485,4,2.9,0
cell_11034,28.825676,76.987353,Rohini,183,34,378,14,929,22451,3,2.83,0
cell_11035,28.825676,76.992486,Rohini,206,35,396,10,718,22891,3,3.14,0
cell_11036,28.825676,76.997619,Rohini,149,34,422,12,702,18723,3,3.14,0
cell_11037,28.825676,77.002752,Rohini,159,37,377,12,919,21564,3,3.17,0
cell_11038,28.825676,77.007885,Rohini,179,35,417,10,940,22363,3,2.88,0
cell_11039,28.825676,77.013018,Rohini,148,36,385,11,749,19181,3,2.99,0
cell_11040,28.825676,77.018151,Rohini,175,34,332,11,906,21347,3,3.39,0
cell_11041,28.825676,77.023284,Rohini,145,33,333,10,816,22340,3,3.05,0
cell_11042,28.825676,77.028417,Rohini,211,35,399,11,958,21937,3,3.47,0
cell_11043,28.825676,77.03355,Rohini,179,35,415,14,650,22376,3,3.15,0
cell_11044,28.825676,77.038683,Rohini,206,34,362,13,950,22210,3,2.86,0
cell_11045,28.825676,77.043816,Rohini,183,34,363,14,918,22731,3,2.85,0
cell_11046,28.825676,77.048949,Rohini,174,32,358,13,930,20372,3,2.85,0
cell_11047,28.825676,77.054081,Rohini,153,32,378,13,777,21907,3,3.38,0
cell_11048,28.825676,77.059214,Rohini,157,36,398,13,911,19887,2,3.14,0
cell_11049,28.825676,77.064347,Rohini,152,32,433,12,756,22339,3,3.21,0
cell_11050,28.825676,77.06948,Rohini,162,38,326,11,702,22931,3,3.58,0
cell_11051,28.825676,77.074613,Rohini,201,35,412,11,929,18789,3,3.55,0
cell_11052,28.825676,77.079746,Rohini,180,38,393,14,956,22575,3,3.51,0
cell_11053,28.825676,77.084879,Rohini,189,36,393,12,728,22323,4,2.84,0
cell_11054,28.825676,77.090012,Rohini,200,35,417,12,942,20005,2,3.48,0
cell_11055,28.825676,77.095145,Rohini,175,36,397,11,719,22010,3,3.33,0
cell_11056,28.825676,77.100278,Pitampura,192,34,353,12,830,20457,3,2.76,0
cell_11057,28.825676,77.105411,Pitampura,132,33,335,9,703,16918,4,3.29,0
cell_11058,28.825676,77.110544,Pitampura,134,35,339,11,841,19626,3,2.68,0
cell_11059,28.825676,77.115677,Pitampura,179,32,412,13,676,19013,3,3.21,0
cell_11060,28.825676,77.12081,Pitampura,166,33,324,12,889,17195,3,3.06,0
cell_11061,28.825676,77.125943,Pitampura,128,31,307,9,728,20535,3,3.11,0
cell_11062,28.825676,77.131076,Pitampura,154,31,366,9,747,17083,3,2.67,0
cell_11063,28.825676,77.136209,Pitampura,169,36,398,11,845,19671,3,3.31,0
cell_11064,28.825676,77.141342,Pitampura,141,35,308,11,869,20690,3,2.66,0
cell_11065,28.825676,77.146475,Pitampura,180,32,345,9,631,20966,2,2.88,0
cell_11066,28.825676,77.151608,Pitampura,140,34,338,10,639,19944,3,3.28,0
cell_11067,28.825676,77.156741,Pitampura,157,35,329,10,720,19315,3,2.74,0
cell_11068,28.825676,77.161874,Pitampura,159,32,392,10,600,18733,3,3.07,0
cell_11069,28.825676,77.167007,Pitampura,136,36,336,11,801,18728,3,3.24,0
cell_11070,28.825676,77.17214,Pitampura,155,37,367,12,752,20555,3,2.8,0
cell_11071,28.825676,77.177272,Pitampura,185,36,349,10,812,19493,3,2.82,0
cell_11072,28.825676,77.182405,Pitampura,131,35,336,10,636,17006,3,3.26,0
cell_11073,28.825676,77.187538,Pitampura,186,31,353,10,877,19537,3,2.9,0
cell_11074,28.825676,77.192671,Pitampura,161,34,313,12,796,17966,3,2.91,0
cell_11075,28.825676,77.197804,Pitampura,156,31,358,10,724,16983,3,2.85,0
cell_11076,28.825676,77.202937,Pitampura,137,35,390,11,858,21154,2,2.83,0
cell_11077,28.825676,77.20807,Pitampura,178,32,387,11,607,16958,2,3.01,0
cell_11078,28.825676,77.213203,Pitampura,131,37,336,9,709,18921,3,2.7,0
cell_11079,28.825676,77.218336,Pitampura,177,34,365,12,816,20003,4,3.09,0
cell_11080,28.825676,77.223469,Pitampura,174,37,307,10,626,20916,3,3.29,0
cell_11081,28.825676,77.228602,Pitampura,179,34,383,10,786,21125,3,3.11,0
cell_11082,28.825676,77.233735,Pitampura,132,32,335,11,654,19407,2,3.12,0
cell_11083,28.825676,77.238868,Pitampura,146,33,406,11,864,20314,3,3.11,0
cell_11084,28.825676,77.244001,Pitampura,187,37,377,9,735,21166,3,2.71,0
cell_11085,28.825676,77.249134,Pitampura,142,36,313,10,796,19854,4,3.25,0
cell_11086,28.825676,77.254267,Shahdara,126,39,225,7,452,33324,2,2.56,0
cell_11087,28.825676,77.2594,Shahdara,148,35,288,6,463,31648,2,2.34,0
cell_11088,28.825676,77.264533,Shahdara,120,38,274,8,581,34987,2,2.42,0
cell_11089,28.825676,77.269666,Shahdara,154,34,251,6,457,29367,2,2.58,0
cell_11090,28.825676,77.274799,Shahdara,113,39,279,6,519,29165,2,2.69,0
cell_11091,28.825676,77.279932,Shahdara,149,33,296,8,627,29085,2,2.88,0
cell_11092,28.825676,77.285065,Shahdara,118,37,263,7,510,33076,2,2.83,0
cell_11093,28.825676,77.290198,Shahdara,108,38,228,6,496,34655,2,2.6,0
cell_11094,28.825676,77.295331,Shahdara,134,38,235,7,595,34898,2,2.89,0
cell_11095,28.825676,77.300463,Shahdara,154,36,295,6,453,36872,2,2.49,0
cell_11096,28.825676,77.305596,Shahdara,128,34,271,6,549,34636,2,2.76,0
cell_11097,28.825676,77.310729,Shahdara,130,35,244,7,527,34156,2,2.78,0
cell_11098,28.825676,77.315862,Shahdara,119,39,224,8,477,36164,2,2.62,0
cell_11099,28.825676,77.320995,Shahdara,109,37,289,6,604,33125,2,2.75,0
cell_11100,28.825676,77.326128,Shahdara,117,36,288,6,627,29448,2,2.48,0
cell_11101,28.825676,77.331261,Shahdara,112,34,238,7,615,30987,2,2.88,0
cell_11102,28.825676,77.336394,Shahdara,129,33,227,8,458,32472,2,2.46,0
cell_11103,28.825676,77.341527,Shahdara,111,38,286,6,658,36283,2,2.61,0
cell_11104,28.825676,77.34666,Shahdara,148,38,260,7,508,35068,2,2.85,0
cell_11105,28.825676,77.351793,Shahdara,134,37,273,6,485,35890,2,2.39,0
cell_11106,28.825676,77.356926,Shahdara,122,38,248,7,492,35848,2,2.41,0
cell_11107,28.825676,77.362059,Shahdara,128,37,283,8,612,30531,2,2.87,0
cell_11108,28.825676,77.367192,Shahdara,109,37,282,8,576,34842,2,2.58,0
cell_11109,28.825676,77.372325,Shahdara,138,36,295,7,481,36854,2,2.71,0
cell_11110,28.825676,77.377458,Shahdara,117,36,244,8,645,34543,2,2.29,0
cell_11111,28.825676,77.382591,Shahdara,123,39,271,8,589,31603,2,2.32,0
cell_11112,28.825676,77.387724,Shahdara,131,34,274,7,440,29475,2,2.67,0
cell_11113,28.825676,77.392857,Shahdara,117,32,294,6,534,36500,2,2.85,0
cell_11114,28.825676,77.39799,Shahdara,145,39,226,8,470,36517,2,2.72,0
cell_11115,28.83018,76.802566,Rohini,211,32,394,12,797,20922,3,3.19,0
cell_11116,28.83018,76.807699,Rohini,186,37,424,10,676,22519,3,3.22,0
cell_11117,28.83018,76.812832,Rohini,191,38,358,14,887,19814,3,2.97,0
cell_11118,28.83018,76.817965,Rohini,171,38,406,13,767,23265,3,3.55,0
cell_11119,28.83018,76.823098,Rohini,211,34,369,12,850,22659,4,3.06,0
cell_11120,28.83018,76.828231,Rohini,213,32,365,13,925,21439,3,3.4,0
cell_11121,28.83018,76.833364,Rohini,190,37,373,13,754,23173,3,3.53,0
cell_11122,28.83018,76.838497,Rohini,193,35,354,12,791,20818,3,3.23,0
cell_11123,28.83018,76.84363,Rohini,148,34,385,13,950,20732,3,2.95,0
cell_11124,28.83018,76.848763,Rohini,177,34,344,12,649,22328,3,3.56,0
cell_11125,28.83018,76.853896,Rohini,187,36,324,10,700,19018,3,3.36,0
cell_11126,28.83018,76.859029,Rohini,150,32,353,12,920,19194,3,3.1,0
cell_11127,28.83018,76.864162,Rohini,197,35,435,13,680,21439,2,3.21,0
cell_11128,28.83018,76.869295,Rohini,199,37,410,14,831,21099,3,3.55,0
cell_11129,28.83018,76.874428,Rohini,165,36,418,13,887,20651,3,3.33,0
cell_11130,28.83018,76.879561,Rohini,190,38,420,12,675,18897,3,3.32,0
cell_11131,28.83018,76.884694,Rohini,157,38,397,12,857,23309,3,3.52,0
cell_11132,28.83018,76.889827,Rohini,193,32,343,11,703,20791,3,3.1,0
cell_11133,28.83018,76.89496,Rohini,210,33,386,10,667,19838,3,3.33,0
cell_11134,28.83018,76.900093,Rohini,191,32,408,10,824,18759,3,3.51,0
cell_11135,28.83018,76.905226,Rohini,159,36,436,13,678,21920,3,3.29,0
cell_11136,28.83018,76.910359,Rohini,169,38,377,14,709,21498,3,3.33,0
cell_11137,28.83018,76.915492,Rohini,167,32,364,11,951,22774,3,3.13,0
cell_11138,28.83018,76.920625,Rohini,162,37,436,11,740,22731,2,3.13,0
cell_11139,28.83018,76.925757,Rohini,148,36,364,14,723,22502,3,3.18,0
cell_11140,28.83018,76.93089,Rohini,173,37,430,10,774,22055,3,3.56,0
cell_11141,28.83018,76.936023,Rohini,161,38,340,13,841,20216,3,2.85,0
cell_11142,28.83018,76.941156,Rohini,171,38,354,13,677,21876,2,3.15,0
cell_11143,28.83018,76.946289,Rohini,147,33,381,13,949,22313,4,3.28,0
cell_11144,28.83018,76.951422,Rohini,215,38,387,11,833,20652,3,3.24,0
cell_11145,28.83018,76.956555,Rohini,146,34,354,14,770,19321,2,3.2,0
cell_11146,28.83018,76.961688,Rohini,202,36,435,10,788,19512,3,3.54,0
cell_11147,28.83018,76.966821,Rohini,191,35,347,11,868,20131,3,3.15,0
cell_11148,28.83018,76.971954,Rohini,182,36,376,13,848,20654,3,3.5,0
cell_11149,28.83018,76.977087,Rohini,186,36,327,11,855,20720,3,3.02,0
cell_11150,28.83018,76.98222,Rohini,189,37,372,11,805,22630,3,3.5,0
cell_11151,28.83018,76.987353,Rohini,179,36,376,11,815,18622,2,3.04,0
cell_11152,28.83018,76.992486,Rohini,183,35,352,12,642,20513,3,3.09,0
cell_11153,28.83018,76.997619,Rohini,171,35,347,12,690,19156,4,3.21,0
cell_11154,28.83018,77.002752,Rohini,178,35,364,12,655,19247,3,3.47,0
cell_11155,28.83018,77.007885,Rohini,193,34,363,12,714,20041,3,3.58,0
cell_11156,28.83018,77.013018,Rohini,193,38,372,13,859,19552,3,3.06,0
cell_11157,28.83018,77.018151,Rohini,169,38,411,13,890,20802,2,3.42,0
cell_11158,28.83018,77.023284,Rohini,210,32,431,12,943,20530,3,3.31,0
cell_11159,28.83018,77.028417,Rohini,202,34,383,10,661,20226,4,3.03,0
cell_11160,28.83018,77.03355,Rohini,206,38,350,12,665,19000,3,3.06,0
cell_11161,28.83018,77.038683,Rohini,161,36,391,12,913,22438,3,3.27,0
cell_11162,28.83018,77.043816,Rohini,179,37,396,14,687,19537,3,3.5,0
cell_11163,28.83018,77.048949,Rohini,191,34,372,12,739,21335,3,2.95,0
cell_11164,28.83018,77.054081,Rohini,214,35,429,11,744,19719,3,3.47,0
cell_11165,28.83018,77.059214,Rohini,155,33,378,13,866,21672,3,3.39,0
cell_11166,28.83018,77.064347,Rohini,169,33,395,13,732,23380,4,3.39,0
cell_11167,28.83018,77.06948,Rohini,190,32,431,14,862,18543,2,3.34,0
cell_11168,28.83018,77.074613,Rohini,199,35,434,10,768,19597,3,3.24,0
cell_11169,28.83018,77.079746,Rohini,197,36,434,14,908,18484,3,3.01,0
cell_11170,28.83018,77.084879,Rohini,204,38,384,11,879,20395,4,3.0,0
cell_11171,28.83018,77.090012,Rohini,153,36,358,13,690,20208,3,3.16,0
cell_11172,28.83018,77.095145,Rohini,209,37,387,13,911,19339,4,2.84,0
cell_11173,28.83018,77.100278,Pitampura,137,36,397,9,738,17286,3,2.99,0
cell_11174,28.83018,77.105411,Pitampura,135,35,408,12,887,20948,3,2.78,0
cell_11175,28.83018,77.110544,Pitampura,172,37,404,9,888,18435,3,2.93,0
cell_11176,28.83018,77.115677,Pitampura,133,33,339,12,624,18307,3,2.7,0
cell_11177,28.83018,77.12081,Pitampura,140,37,339,9,748,16924,3,3.21,0
cell_11178,28.83018,77.125943,Pitampura,191,35,338,12,641,20857,3,3.11,0
cell_11179,28.83018,77.131076,Pitampura,167,33,346,11,830,17236,3,3.17,0
cell_11180,28.83018,77.136209,Pitampura,140,37,359,10,665,16978,3,3.28,0
cell_11181,28.83018,77.141342,Pitampura,147,33,347,9,822,17992,3,3.29,0
cell_11182,28.83018,77.146475,Pitampura,147,32,312,12,785,19512,3,2.85,0
cell_11183,28.83018,77.151608,Pitampura,172,32,391,11,650,16737,3,3.17,0
cell_11184,28.83018,77.156741,Pitampura,178,36,348,11,810,17577,2,3.35,0
cell_11185,28.83018,77.161874,Pitampura,176,32,325,12,621,21280,3,3.29,0
cell_11186,28.83018,77.167007,Pitampura,168,32,407,13,791,19189,4,2.74,0
cell_11187,28.83018,77.17214,Pitampura,188,36,319,12,890,17750,3,2.7,0
cell_11188,28.83018,77.177272,Pitampura,184,32,400,12,675,19040,3,2.9,0
cell_11189,28.83018,77.182405,Pitampura,151,34,375,11,760,20257,4,2.8,0
cell_11190,28.83018,77.187538,Pitampura,154,36,341,11,662,19850,3,2.78,0
cell_11191,28.83018,77.192671,Pitampura,140,31,385,9,717,17080,3,2.66,0
cell_11192,28.83018,77.197804,Pitampura,191,32,364,10,615,19495,4,3.29,0
cell_11193,28.83018,77.202937,Pitampura,192,37,396,11,741,17068,3,2.92,0
cell_11194,28.83018,77.20807,Pitampura,152,33,316,12,742,19927,3,2.91,0
cell_11195,28.83018,77.213203,Pitampura,138,33,358,13,881,19973,3,2.75,0
cell_11196,28.83018,77.218336,Pitampura,132,37,314,13,610,19569,3,2.76,0
cell_11197,28.83018,77.223469,Pitampura,139,31,333,11,724,20311,3,3.09,0
cell_11198,28.83018,77.228602,Pitampura,133,36,315,10,875,16904,4,3.32,0
cell_11199,28.83018,77.233735,Pitampura,152,32,349,9,775,17847,3,3.11,0
cell_11200,28.83018,77.238868,Pitampura,180,33,367,12,648,17899,3,3.22,0
cell_11201,28.83018,77.244001,Pitampura,130,31,325,9,744,21158,3,3.02,0
cell_11202,28.83018,77.249134,Pitampura,159,36,361,11,611,19446,3,2.84,0
cell_11203,28.83018,77.254267,Shahdara,117,34,239,8,570,29291,2,2.6,0
cell_11204,28.83018,77.2594,Shahdara,115,33,298,7,552,35929,2,2.59,0
cell_11205,28.83018,77.264533,Shahdara,148,39,296,8,476,36684,2,2.46,0
cell_11206,28.83018,77.269666,Shahdara,146,35,234,7,522,30457,2,2.31,0
cell_11207,28.83018,77.274799,Shahdara,126,37,290,6,443,33766,2,2.36,0
cell_11208,28.83018,77.279932,Shahdara,145,36,239,8,633,35121,2,2.43,0
cell_11209,28.83018,77.285065,Shahdara,117,38,297,7,483,33018,2,2.46,0
cell_11210,28.83018,77.290198,Shahdara,154,32,286,7,612,32277,2,2.33,0
cell_11211,28.83018,77.295331,Shahdara,142,37,281,7,478,32708,2,2.51,0
cell_11212,28.83018,77.300463,Shahdara,139,37,231,7,596,33818,2,2.53,0
cell_11213,28.83018,77.305596,Shahdara,153,39,271,6,468,31391,2,2.35,0
cell_11214,28.83018,77.310729,Shahdara,111,39,251,8,596,34083,2,2.91,0
cell_11215,28.83018,77.315862,Shahdara,114,34,259,7,638,30268,2,2.53,0
cell_11216,28.83018,77.320995,Shahdara,119,35,251,6,657,32745,2,2.61,0
cell_11217,28.83018,77.326128,Shahdara,149,39,245,7,646,30417,2,2.58,0
cell_11218,28.83018,77.331261,Shahdara,144,39,261,6,593,36091,2,2.56,0
cell_11219,28.83018,77.336394,Shahdara,142,33,292,7,497,35314,2,2.39,0
cell_11220,28.83018,77.341527,Shahdara,140,39,250,6,452,33044,2,2.44,0
cell_11221,28.83018,77.34666,Shahdara,153,39,295,8,484,33834,2,2.5,0
cell_11222,28.83018,77.351793,Shahdara,134,37,222,8,543,31753,2,2.9,0
cell_11223,28.83018,77.356926,Shahdara,143,34,269,6,590,36438,2,2.53,0
cell_11224,28.83018,77.362059,Shahdara,154,36,253,8,441,33288,2,2.76,0
cell_11225,28.83018,77.367192,Shahdara,142,33,272,8,447,35309,2,2.4,0
cell_11226,28.83018,77.372325,Shahdara,110,33,246,6,552,30806,2,2.39,0
cell_11227,28.83018,77.377458,Shahdara,139,36,245,6,562,34540,2,2.63,0
cell_11228,28.83018,77.382591,Shahdara,151,36,254,8,522,29855,2,2.77,0
cell_11229,28.83018,77.387724,Shahdara,142,35,283,7,533,32883,2,2.47,0
cell_11230,28.83018,77.392857,Shahdara,115,39,229,8,596,33889,2,2.53,0
cell_11231,28.83018,77.39799,Shahdara,146,39,228,6,559,35684,2,2.53,0
cell_11232,28.834685,76.802566,Rohini,190,37,371,13,679,23032,3,3.42,0
cell_11233,28.834685,76.807699,Rohini,173,33,352,12,847,20035,2,3.23,0
cell_11234,28.834685,76.812832,Rohini,185,33,335,13,947,21790,3,2.85,0
cell_11235,28.834685,76.817965,Rohini,175,38,406,12,944,22380,3,3.24,0
cell_11236,28.834685,76.823098,Rohini,170,37,336,13,656,18938,3,3.06,0
cell_11237,28.834685,76.828231,Rohini,164,35,436,13,658,20397,3,3.39,0
cell_11238,28.834685,76.833364,Rohini,168,38,336,12,909,21274,3,3.35,0
cell_11239,28.834685,76.838497,Rohini,209,38,326,12,931,20382,3,3.21,0
cell_11240,28.834685,76.84363,Rohini,164,37,343,11,656,23096,3,2.89,0
cell_11241,28.834685,76.848763,Rohini,214,35,360,14,935,22194,3,3.04,0
cell_11242,28.834685,76.853896,Rohini,214,35,373,11,905,19718,3,3.51,0
cell_11243,28.834685,76.859029,Rohini,215,33,430,13,935,19761,3,2.93,0
cell_11244,28.834685,76.864162,Rohini,173,35,335,12,753,22963,3,3.42,0
cell_11245,28.834685,76.869295,Rohini,214,38,393,14,846,23477,3,3.06,0
cell_11246,28.834685,76.874428,Rohini,175,32,401,10,923,23406,3,3.45,0
cell_11247,28.834685,76.879561,Rohini,207,35,326,12,880,22512,3,3.58,0
cell_11248,28.834685,76.884694,Rohini,210,36,433,13,836,21335,3,3.09,0
cell_11249,28.834685,76.889827,Rohini,156,32,382,11,936,20581,4,3.04,0
cell_11250,28.834685,76.89496,Rohini,207,36,389,12,733,19165,3,3.13,0
cell_11251,28.834685,76.900093,Rohini,178,36,352,14,713,21395,3,3.01,0
cell_11252,28.834685,76.905226,Rohini,184,37,406,14,930,19153,3,3.41,0
cell_11253,28.834685,76.910359,Rohini,177,32,382,14,819,22947,4,3.18,0
cell_11254,28.834685,76.915492,Rohini,187,34,334,11,957,22559,3,3.38,0
cell_11255,28.834685,76.920625,Rohini,146,33,386,14,779,19622,3,3.52,0
cell_11256,28.834685,76.925757,Rohini,166,35,361,13,861,23406,3,2.87,0
cell_11257,28.834685,76.93089,Rohini,155,35,326,11,751,20832,3,3.57,0
cell_11258,28.834685,76.936023,Rohini,151,38,403,10,745,22584,3,3.02,0
cell_11259,28.834685,76.941156,Rohini,197,38,414,13,938,21576,3,3.44,0
cell_11260,28.834685,76.946289,Rohini,177,34,420,13,845,22070,3,3.37,0
cell_11261,28.834685,76.951422,Rohini,201,32,388,12,681,22433,3,2.88,0
cell_11262,28.834685,76.956555,Rohini,149,34,369,14,928,22446,3,2.91,0
cell_11263,28.834685,76.961688,Rohini,196,35,395,13,646,22708,3,3.02,0
cell_11264,28.834685,76.966821,Rohini,193,32,424,14,648,20744,3,3.17,0
cell_11265,28.834685,76.971954,Rohini,191,33,385,12,954,21743,3,3.27,0
cell_11266,28.834685,76.977087,Rohini,148,37,367,10,793,18865,3,2.88,0
cell_11267,28.834685,76.98222,Rohini,177,32,393,11,724,19200,3,3.45,0
cell_11268,28.834685,76.987353,Rohini,179,33,360,12,738,20826,3,3.41,0
cell_11269,28.834685,76.992486,Rohini,188,34,427,14,779,19131,3,3.51,0
cell_11270,28.834685,76.997619,Rohini,201,36,429,10,712,18988,3,2.86,0
cell_11271,28.834685,77.002752,Rohini,210,33,365,11,893,20789,3,2.9,0
cell_11272,28.834685,77.007885,Rohini,203,33,427,12,779,21549,2,3.11,0
cell_11273,28.834685,77.013018,Rohini,175,34,346,14,686,19790,3,3.22,0
cell_11274,28.834685,77.018151,Rohini,200,35,347,13,811,19371,3,3.01,0
cell_11275,28.834685,77.023284,Rohini,159,35,437,12,951,21946,3,2.92,0
cell_11276,28.834685,77.028417,Rohini,211,38,388,11,760,19067,3,3.41,0
cell_11277,28.834685,77.03355,Rohini,161,34,430,12,886,18858,3,3.31,0
cell_11278,28.834685,77.038683,Rohini,192,38,390,12,722,20939,3,3.11,0
cell_11279,28.834685,77.043816,Rohini,182,34,396,14,826,21275,3,3.17,0
cell_11280,28.834685,77.048949,Rohini,173,38,437,11,826,19022,3,3.38,0
cell_11281,28.834685,77.054081,Rohini,206,38,376,14,941,18914,3,3.19,0
cell_11282,28.834685,77.059214,Rohini,161,33,359,11,720,21701,4,2.86,0
cell_11283,28.834685,77.064347,Rohini,178,32,349,12,756,19822,3,2.82,0
cell_11284,28.834685,77.06948,Rohini,196,32,392,14,777,21257,3,2.9,0
cell_11285,28.834685,77.074613,Rohini,161,38,408,10,672,20211,3,3.31,0
cell_11286,28.834685,77.079746,Rohini,177,35,397,11,914,22874,3,3.52,0
cell_11287,28.834685,77.084879,Rohini,145,36,387,14,717,21959,3,3.28,0
cell_11288,28.834685,77.090012,Rohini,205,33,385,12,894,21481,3,2.95,0
cell_11289,28.834685,77.095145,Rohini,214,35,411,10,859,19636,3,3.52,0
